,id,raw_model_label,shap_model_label,label_prob,xai_top_text,xai_total_value,xai_top_value
25,17116,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
26,17117,1,1,0.9999355,"검색,회원,사이트,정보,로그인","-0.07357099652290344,-0.9632610082626343,0.013523999601602554,-0.39106300473213196,-0.04731300100684166,0.35944101214408875,0.49850699305534363,0.7033349871635437,0.8460230231285095,1.6475759744644165,-0.0007300000288523734,-0.0588189996778965,-0.6989690065383911,0.014392999932169914,-0.08921399712562561","0.35899999737739563,0.49900001287460327,0.703000009059906,0.8460000157356262,1.6480000019073486"
27,17118,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
28,17119,1,1,0.9999651,"정보,사이트,계좌,회원,로그인","-0.11699999868869781,0.011626999825239182,-2.4000000848900527e-05,-0.4612480103969574,-0.0072280000895261765,0.34722599387168884,0.4619939923286438,0.7340840101242065,0.8990380167961121,1.2310819625854492,0.008101999759674072,-0.48123899102211,-0.013648999854922295,-0.036302000284194946,-0.0268389992415905","0.34700000286102295,0.4620000123977661,0.734000027179718,0.8989999890327454,1.2309999465942383"
29,17121,1,1,0.9999236,"검색,사이트,회원,정보,로그인","-0.02261199988424778,0.011044999584555626,-0.47363901138305664,-0.1903200000524521,-0.3178879916667938,0.3151159882545471,0.5322110056877136,0.7059670090675354,0.797203004360199,2.320430040359497,0.00101200002245605,-0.41444599628448486,-0.027317000553011894,0.008227000012993813,-0.013527999632060528","0.3149999976158142,0.5320000052452087,0.7059999704360962,0.796999990940094,2.319999933242798"
30,17122,1,1,0.99985325,"정보,금액,회원,계좌,로그인","-0.13948899507522583,-0.09737499803304672,-0.3784880042076111,-1.700000029813964e-05,-0.18531599640846252,0.40425100922584534,0.5174930095672607,0.9584180116653442,1.1235419511795044,1.3668479919433594,0.010084999725222588,-0.01093200035393238,-0.11260099709033966,-0.014934999868273735,-0.05827600136399269","0.40400001406669617,0.5170000195503235,0.9580000042915344,1.1239999532699585,1.3669999837875366"
31,17123,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
32,17124,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
33,17125,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
34,17126,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
35,17127,1,1,0.9957677,"확인,취소,추천,사이트,코드","-0.2303519994020462,-0.35079100728034973,-0.5465840101242065,0.012393999844789505,-2.8924779891967773,0.38386601209640503,0.4446980059146881,0.5199949741363525,0.576557993888855,0.669937014579773,-0.0092569999396801,-0.034247998148202896,-0.006639999803155661,-0.7539560198783875,-0.0206300001591444","0.3840000033378601,0.4449999928474426,0.5199999809265137,0.5770000219345093,0.6700000166893005"
36,17128,1,1,0.99995494,"규정,아이디,회원,로그인,계좌","-0.00215300009585917,-0.1784140020608902,-0.3950999975204468,-0.3568579852581024,-1.700000029813964e-05,0.42112600803375244,0.5388290286064148,0.776045024394989,0.8500570058822632,1.0759819746017456,-0.2307399958372116,-0.016473999246954918,-0.08104000240564346,-0.0496550016105175,-0.0021019999403506517","0.42100000381469727,0.5389999747276306,0.7760000228881836,0.8500000238418579,1.0759999752044678"
37,17129,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
38,17130,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
39,17131,2,2,0.9997273,"보증,메이저,사이트,토토,먹튀","-0.0045369998551905155,-0.015043999999761581,-0.0633620023727417,-2.0256919860839844,-0.42830899357795715,-0.00011700000322889537,-0.028145000338554382,-1.278285026550293,-0.09714599698781967,-0.2573400139808655,0.40574899315834045,0.6503369808197021,0.7019299864768982,0.8486899733543396,2.2107949256896973","0.4059999883174896,0.6499999761581421,0.7020000219345093,0.8489999771118164,2.2109999656677246"
40,17133,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
41,17134,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
42,17135,2,2,0.9995635,"주소,메이저,토토,사이트,먹튀","-0.05355999991297722,-0.003561000106856227,-1.3011540174484253,-0.11586400121450424,-0.15935300290584564,-0.34378600120544434,0.003046999918296933,-0.015333999879658222,-1.4831780195236206,-0.26145198941230774,0.3554939925670624,0.6876639723777771,0.6886640191078186,0.7820749878883362,1.7428669929504395","0.35499998927116394,0.6880000233650208,0.6890000104904175,0.7820000052452087,1.7430000305175781"
