,id,raw_model_label,shap_model_label,label_prob,xai_top_text,xai_total_value,xai_top_value
0,21001,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
1,21002,2,2,0.9997911,"보증,사이트,토토,메이저,먹튀","-0.006161999888718128,-0.045632001012563705,-0.4857479929924011,-0.012072999961674213,-0.14766700565814972,-0.006676000077277422,-1.2436150312423706,-0.039402998983860016,-0.04306900128722191,-0.2593899965286255,0.39709699153900146,0.5500580072402954,0.6081230044364929,0.667156994342804,1.3326809406280518","0.3970000147819519,0.550000011920929,0.6079999804496765,0.6669999957084656,1.3329999446868896"
2,21003,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
3,21004,1,1,0.9998276,"사이트,아이디,회원,로그인,계좌","0.02118000015616417,-0.12417100369930267,-0.3785040080547333,-0.01254200004041195,-1.700000029813964e-05,0.37305501103401184,0.38794800639152527,0.5977309942245483,0.8756499886512756,1.0846420526504517,-0.4727109968662262,-0.011420000344514847,-0.04578699916601181,-0.03675200045108795,-0.01712699979543686","0.37299999594688416,0.3880000114440918,0.5979999899864197,0.8759999871253967,1.0850000381469727"
4,21005,1,1,0.9996031,"정보,코드,채팅,사이트,아이디","-0.1518229991197586,-2.122386932373047,-0.039480000734329224,0.012393999844789505,-0.4802199900150299,0.5113229751586914,0.6767789721488953,0.68858402967453,0.7151190042495728,0.8053839802742004,0.020764000713825226,-0.02198600023984909,0.0,-0.754040002822876,-0.026209000498056412","0.5109999775886536,0.6769999861717224,0.6890000104904175,0.7149999737739563,0.8050000071525574"
5,21006,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
6,21007,1,1,0.9991416,"검색,정보,사이트,회원,로그인","-0.079414002597332,-0.26502901315689087,0.027350999414920807,-0.4989970028400421,0.01787400059401989,0.3333190083503723,0.6626899838447571,0.6723160147666931,0.9532340168952942,1.891821026802063,0.0077760000713169575,0.03783100098371506,-0.5412309765815735,-0.46757200360298157,-0.2915320098400116","0.3330000042915344,0.6629999876022339,0.671999990940094,0.953000009059906,1.8919999599456787"
7,21008,1,1,0.9999312,"배팅,사이트,회원,계좌,로그인","-0.3305549919605255,0.008100000210106373,-0.3504979908466339,-2.300000051036477e-05,-0.04482100158929825,0.39979100227355957,0.4120660126209259,0.7738749980926514,0.79168701171875,1.1346379518508911,0.0,-0.5733630061149597,-0.048503998667001724,-0.014480000361800194,-0.05721199885010719","0.4000000059604645,0.41200000047683716,0.7739999890327454,0.7919999957084656,1.1349999904632568"
8,21009,1,1,0.9999292,"검색,사이트,정보,회원,로그인","-0.08577799797058105,0.013810000382363796,-0.7699509859085083,-1.0892759561538696,-0.07794400304555893,0.3607670068740845,0.6896479725837708,0.8009809851646423,0.9040060043334961,1.806792974472046,0.001706999959424138,-0.7688909769058228,0.01677599921822548,-0.06349100172519684,-0.09524799883365631","0.3610000014305115,0.6899999976158142,0.8009999990463257,0.9039999842643738,1.8070000410079956"
9,21010,2,2,0.9999176,"고액,주소,메이저,토토,먹튀","0.0,-0.04521400108933449,-0.0015109999803826213,-0.3318670094013214,-0.12791700661182404,0.0,-0.3905409872531891,0.0015930000226944685,-0.010738999582827091,-0.20334400236606598,0.30160900950431824,0.4145070016384125,0.5409250259399414,0.6059430241584778,1.2432550191879272","0.3019999861717224,0.41499999165534973,0.5410000085830688,0.6060000061988831,1.2430000305175781"
10,21011,2,2,0.99979407,"업체,놀이터,사이트,토토,먹튀","-0.039395999163389206,-0.0029239999130368233,-0.029759999364614487,-0.46167001128196716,-0.18195100128650665,0.0011409999569877982,-0.05472100153565407,-1.0121439695358276,-0.04870200157165527,-0.33256199955940247,0.30405300855636597,0.30965301394462585,0.6425510048866272,0.6621649861335754,1.6735759973526","0.30399999022483826,0.3100000023841858,0.6430000066757202,0.6620000004768372,1.6740000247955322"
11,21012,0,0,0.99712175,"트위터,코드,정보,보기,카지노","0.1906680017709732,0.27481400966644287,0.5602520108222961,0.6622440218925476,1.2163560390472412,-0.003971999976783991,-0.07919500023126602,-1.2674169540405273,-0.030771000310778618,-0.08399999886751175,-0.16217799484729767,-0.19419200718402863,-0.06912299990653992,-0.1458909958600998,-0.024833999574184418","0.19099999964237213,0.2750000059604645,0.5600000023841858,0.6620000004768372,1.215999960899353"
12,21013,2,2,0.93135107,"영화,렌트,업체,도메인,사이트","-0.008767000399529934,-0.15176400542259216,-0.041154999285936356,-0.3541429936885834,-0.015785999596118927,-0.04900500178337097,-0.06626900285482407,0.0029360000044107437,0.006333999801427126,-0.7509049773216248,0.19540700316429138,0.3111099898815155,0.5406540036201477,0.6573609709739685,0.6965960264205933","0.19499999284744263,0.3109999895095825,0.5410000085830688,0.6570000052452087,0.6970000267028809"
13,21014,1,1,0.99996805,"검색,사이트,회원,정보,로그인","-0.08968599885702133,0.013776999898254871,-0.9525390267372131,-0.7728099822998047,-0.03155599907040596,0.36094099283218384,0.7120689749717712,0.8070840239524841,0.8182029724121094,1.819267988204956,0.001693999976851046,-0.7314370274543762,-0.06360399723052979,0.016767999157309532,-0.09495200216770172","0.3610000014305115,0.7120000123977661,0.8069999814033508,0.8180000185966492,1.819000005722046"
14,21015,2,2,0.8603217,"에볼루션,온라인,영화,메이저,사이트","-0.0014390000142157078,0.0,0.0036359999794512987,-0.004803000018000603,-0.0920879989862442,0.0,-0.030535999685525894,-0.05691799893975258,-0.04069500043988228,-1.5319240093231201,0.17067399621009827,0.22441799938678741,0.3617439866065979,0.8877949714660645,1.2798500061035156","0.17100000381469727,0.2240000069141388,0.3619999885559082,0.8880000114440918,1.2799999713897705"
15,21016,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
16,21017,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
17,21018,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
18,21019,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
19,21020,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
20,21021,2,2,0.999897,"보증,놀이터,메이저,고액,토토","-0.0057219997979700565,-0.004395999945700169,-0.012865999713540077,0.0,-0.2921229898929596,0.00018699999782256782,-0.012502999976277351,-0.10539600253105164,0.0,-0.037147000432014465,0.5213829874992371,0.572350025177002,0.805213987827301,0.8268759846687317,0.9207199811935425","0.5210000276565552,0.5720000267028809,0.8050000071525574,0.8270000219345093,0.9210000038146973"
21,21022,2,2,0.99997544,"보증,사이트,메이저,토토,먹튀","-0.011262999847531319,-0.009211000055074692,-0.016651000827550888,-0.31614699959754944,-0.08223199844360352,-0.00022600000374950469,-0.9917759895324707,-0.03597800061106682,-0.04265100136399269,-0.08981599658727646,0.40786299109458923,0.5559369921684265,0.5574049949645996,0.7150880098342896,1.1440210342407227","0.40799999237060547,0.5559999942779541,0.5569999814033508,0.7149999737739563,1.1440000534057617"
22,21023,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
23,21024,1,1,0.8901499,"보너스,배팅,회원,로그인,계좌","-0.12355700135231018,-1.1141289472579956,-0.3246549963951111,0.03723800182342529,-1.700000029813964e-05,0.2750360071659088,0.4120340049266815,0.7560070157051086,0.8791980147361755,1.4380359649658203,3.000000106112566e-06,0.0,-0.03394300118088722,-0.01773199997842312,-0.011955000460147858","0.2750000059604645,0.41200000047683716,0.7559999823570251,0.8790000081062317,1.437999963760376"
24,21025,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
25,21026,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
26,21027,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
27,21028,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
28,21029,0,0,0.9871579,"아이디,가입,회원,코드,카지노","0.14787499606609344,0.176829993724823,0.2547670006752014,0.4933460056781769,1.1323089599609375,-0.3621000051498413,-0.15607599914073944,-0.6992700099945068,-0.06897199898958206,-0.007528999820351601,0.006426999811083078,0.018720999360084534,0.05977800115942955,-0.07933499664068222,-0.06869500130414963","0.14800000190734863,0.1770000010728836,0.2549999952316284,0.49300000071525574,1.1319999694824219"
